nfhs_state_raw,nfhs_district_raw,state_normalized,district_normalized,exact_match,candidate_1,candidate_2,candidate_3,review_status
Madhya Pradesh,Hoshangabad,MADHYA PRADESH,HOSHANGABAD,True,,,,accepted_exact
Madhya Pradesh,Indore,MADHYA PRADESH,INDORE,True,,,,accepted_exact
Madhya Pradesh,Jabalpur,MADHYA PRADESH,JABALPUR,True,,,,accepted_exact
Madhya Pradesh,Jhabua,MADHYA PRADESH,JHABUA,True,,,,accepted_exact
Madhya Pradesh,Katni,MADHYA PRADESH,KATNI,True,,,,accepted_exact
Madhya Pradesh,Khandwa (East Nimar),MADHYA PRADESH,KHANDWA (EAST NIMAR),False,EAST NIMAR,,,requires_review
Madhya Pradesh,Khargone (West Nimar),MADHYA PRADESH,KHARGONE (WEST NIMAR),False,EAST NIMAR,KHARGONE,,requires_review
Madhya Pradesh,Mandla,MADHYA PRADESH,MANDLA,True,,,,accepted_exact
Madhya Pradesh,Mandsaur,MADHYA PRADESH,MANDSAUR,True,,,,accepted_exact
Madhya Pradesh,Morena,MADHYA PRADESH,MORENA,True,,,,accepted_exact
Madhya Pradesh,Narsimhapur,MADHYA PRADESH,NARSIMHAPUR,False,NARSINGHPUR,SHAJAPUR,BURHANPUR,requires_review
Madhya Pradesh,Neemuch,MADHYA PRADESH,NEEMUCH,True,,,,accepted_exact
Madhya Pradesh,Panna,MADHYA PRADESH,PANNA,True,,,,accepted_exact
Madhya Pradesh,Raisen,MADHYA PRADESH,RAISEN,True,,,,accepted_exact
Madhya Pradesh,Rajgarh,MADHYA PRADESH,RAJGARH,True,,,,accepted_exact
Madhya Pradesh,Ratlam,MADHYA PRADESH,RATLAM,True,,,,accepted_exact
Madhya Pradesh,Rewa,MADHYA PRADESH,REWA,True,,,,accepted_exact
Madhya Pradesh,Sagar,MADHYA PRADESH,SAGAR,True,,,,accepted_exact
Madhya Pradesh,Satna,MADHYA PRADESH,SATNA,True,,,,accepted_exact
Madhya Pradesh,Sehore,MADHYA PRADESH,SEHORE,True,,,,accepted_exact
Madhya Pradesh,Seoni,MADHYA PRADESH,SEONI,True,,,,accepted_exact
Madhya Pradesh,Shahdol,MADHYA PRADESH,SHAHDOL,True,,,,accepted_exact
Madhya Pradesh,Shajapur,MADHYA PRADESH,SHAJAPUR,True,,,,accepted_exact
Madhya Pradesh,Sheopur,MADHYA PRADESH,SHEOPUR,True,,,,accepted_exact
Madhya Pradesh,Shivpuri,MADHYA PRADESH,SHIVPURI,True,,,,accepted_exact
Madhya Pradesh,Sidhi,MADHYA PRADESH,SIDHI,True,,,,accepted_exact
Madhya Pradesh,Singrauli,MADHYA PRADESH,SINGRAULI,True,,,,accepted_exact
Madhya Pradesh,Tikamgarh,MADHYA PRADESH,TIKAMGARH,True,,,,accepted_exact
Madhya Pradesh,Ujjain,MADHYA PRADESH,UJJAIN,True,,,,accepted_exact
Madhya Pradesh,Umaria,MADHYA PRADESH,UMARIA,True,,,,accepted_exact
Madhya Pradesh,Vidisha,MADHYA PRADESH,VIDISHA,True,,,,accepted_exact
Maharastra,Ahmadnagar,MAHARASTRA,AHMADNAGAR,False,,,,requires_review
Maharastra,Akola,MAHARASTRA,AKOLA,False,,,,requires_review
Maharastra,Amravati,MAHARASTRA,AMRAVATI,False,,,,requires_review
Maharastra,Aurangabad,MAHARASTRA,AURANGABAD,False,,,,requires_review
Maharastra,Bhandara,MAHARASTRA,BHANDARA,False,,,,requires_review
Maharastra,Bid,MAHARASTRA,BID,False,,,,requires_review
Maharastra,Buldana,MAHARASTRA,BULDANA,False,,,,requires_review
Maharastra,Chandrapur,MAHARASTRA,CHANDRAPUR,False,,,,requires_review
Maharastra,Dhule,MAHARASTRA,DHULE,False,,,,requires_review
Maharastra,Gadchiroli,MAHARASTRA,GADCHIROLI,False,,,,requires_review
Maharastra,Gondiya,MAHARASTRA,GONDIYA,False,,,,requires_review
Maharastra,Hingoli,MAHARASTRA,HINGOLI,False,,,,requires_review
Maharastra,Jalgaon,MAHARASTRA,JALGAON,False,,,,requires_review
Maharastra,Jalna,MAHARASTRA,JALNA,False,,,,requires_review
Maharastra,Kolhapur,MAHARASTRA,KOLHAPUR,False,,,,requires_review
Maharastra,Latur,MAHARASTRA,LATUR,False,,,,requires_review
Maharastra,Mumbai,MAHARASTRA,MUMBAI,False,,,,requires_review
Maharastra,Mumbai Suburban,MAHARASTRA,MUMBAI SUBURBAN,False,,,,requires_review
Maharastra,Nagpur,MAHARASTRA,NAGPUR,False,,,,requires_review
Maharastra,Nanded,MAHARASTRA,NANDED,False,,,,requires_review
Maharastra,Nandurbar,MAHARASTRA,NANDURBAR,False,,,,requires_review
Maharastra,Nashik,MAHARASTRA,NASHIK,False,,,,requires_review
Maharastra,Osmanabad,MAHARASTRA,OSMANABAD,False,,,,requires_review
Maharastra,Palghar,MAHARASTRA,PALGHAR,False,,,,requires_review
Maharastra,Parbhani,MAHARASTRA,PARBHANI,False,,,,requires_review
Maharastra,Pune,MAHARASTRA,PUNE,False,,,,requires_review
Maharastra,Raigarh,MAHARASTRA,RAIGARH,False,,,,requires_review
Maharastra,Ratnagiri,MAHARASTRA,RATNAGIRI,False,,,,requires_review
Maharastra,Sangli,MAHARASTRA,SANGLI,False,,,,requires_review
Maharastra,Satara,MAHARASTRA,SATARA,False,,,,requires_review
Maharastra,Sindhudurg,MAHARASTRA,SINDHUDURG,False,,,,requires_review
Maharastra,Solapur,MAHARASTRA,SOLAPUR,False,,,,requires_review
Maharastra,Thane,MAHARASTRA,THANE,False,,,,requires_review
Maharastra,Wardha,MAHARASTRA,WARDHA,False,,,,requires_review
Maharastra,Washim,MAHARASTRA,WASHIM,False,,,,requires_review
Maharastra,Yavatmal,MAHARASTRA,YAVATMAL,False,,,,requires_review
Manipur,Bishnupur,MANIPUR,BISHNUPUR,True,,,,accepted_exact
Manipur,Chandel,MANIPUR,CHANDEL,True,,,,accepted_exact
Manipur,Churachandpur,MANIPUR,CHURACHANDPUR,True,,,,accepted_exact
Manipur,Imphal East,MANIPUR,IMPHAL EAST,True,,,,accepted_exact
Manipur,Imphal West,MANIPUR,IMPHAL WEST,True,,,,accepted_exact
Manipur,Senapati,MANIPUR,SENAPATI,True,,,,accepted_exact
Manipur,Tamenglong,MANIPUR,TAMENGLONG,True,,,,accepted_exact
Manipur,Thoubal,MANIPUR,THOUBAL,True,,,,accepted_exact
Manipur,Ukhrul,MANIPUR,UKHRUL,True,,,,accepted_exact
Meghalaya,East Garo Hills,MEGHALAYA,EAST GARO HILLS,True,,,,accepted_exact
Meghalaya,East Jantia Hills,MEGHALAYA,EAST JANTIA HILLS,False,EAST JAINTIA HILLS,WEST JAINTIA HILLS,EAST KHASI HILLS,requires_review
Meghalaya,East Khasi Hills,MEGHALAYA,EAST KHASI HILLS,True,,,,accepted_exact
Meghalaya,North Garo Hills,MEGHALAYA,NORTH GARO HILLS,True,,,,accepted_exact
Meghalaya,Ribhoi,MEGHALAYA,RIBHOI,False,RI BHOI,,,requires_review
Meghalaya,South Garo Hills,MEGHALAYA,SOUTH GARO HILLS,True,,,,accepted_exact
Meghalaya,South West Garo Hills,MEGHALAYA,SOUTH WEST GARO HILLS,True,,,,accepted_exact
Meghalaya,South West Khasi Hills,MEGHALAYA,SOUTH WEST KHASI HILLS,True,,,,accepted_exact
Meghalaya,West Garo Hills,MEGHALAYA,WEST GARO HILLS,True,,,,accepted_exact
Meghalaya,West Jaintia Hills,MEGHALAYA,WEST JAINTIA HILLS,True,,,,accepted_exact
Meghalaya,West Khasi Hills,MEGHALAYA,WEST KHASI HILLS,True,,,,accepted_exact
Mizoram,Aizawl,MIZORAM,AIZAWL,True,,,,accepted_exact
Mizoram,Champhai,MIZORAM,CHAMPHAI,True,,,,accepted_exact
Mizoram,Chandel,MIZORAM,CHANDEL,False,,,,requires_review
Mizoram,Kolasib,MIZORAM,KOLASIB,True,,,,accepted_exact
Mizoram,Lawngtlai,MIZORAM,LAWNGTLAI,True,,,,accepted_exact
Mizoram,Lunglei,MIZORAM,LUNGLEI,True,,,,accepted_exact
Mizoram,Mamit,MIZORAM,MAMIT,True,,,,accepted_exact
Mizoram,Serchhip,MIZORAM,SERCHHIP,True,,,,accepted_exact
Nagaland,Dimapur,NAGALAND,DIMAPUR,True,,,,accepted_exact
Nagaland,Kiphire,NAGALAND,KIPHIRE,True,,,,accepted_exact
Nagaland,Kohima,NAGALAND,KOHIMA,True,,,,accepted_exact
Nagaland,Longleng,NAGALAND,LONGLENG,True,,,,accepted_exact
Nagaland,Mokokchung,NAGALAND,MOKOKCHUNG,True,,,,accepted_exact
Nagaland,Mon,NAGALAND,MON,True,,,,accepted_exact
Nagaland,Peren,NAGALAND,PEREN,True,,,,accepted_exact
Nagaland,Phek,NAGALAND,PHEK,True,,,,accepted_exact
Nagaland,Tuensang,NAGALAND,TUENSANG,True,,,,accepted_exact
Nagaland,Wokha,NAGALAND,WOKHA,True,,,,accepted_exact
Nagaland,Zunheboto,NAGALAND,ZUNHEBOTO,True,,,,accepted_exact
NCT of Delhi,Central,NCT OF DELHI,CENTRAL,False,,,,requires_review
NCT of Delhi,East,NCT OF DELHI,EAST,False,,,,requires_review
NCT of Delhi,New Delhi,NCT OF DELHI,NEW DELHI,False,,,,requires_review
NCT of Delhi,North,NCT OF DELHI,NORTH,False,,,,requires_review
NCT of Delhi,North East,NCT OF DELHI,NORTH EAST,False,,,,requires_review
NCT of Delhi,North West,NCT OF DELHI,NORTH WEST,False,,,,requires_review
NCT of Delhi,Shahdara,NCT OF DELHI,SHAHDARA,False,,,,requires_review
NCT of Delhi,South,NCT OF DELHI,SOUTH,False,,,,requires_review
NCT of Delhi,South East,NCT OF DELHI,SOUTH EAST,False,,,,requires_review
NCT of Delhi,South West,NCT OF DELHI,SOUTH WEST,False,,,,requires_review
NCT of Delhi,West,NCT OF DELHI,WEST,False,,,,requires_review
Odisha,Anugul,ODISHA,ANUGUL,True,,,,accepted_exact
Odisha,Balangir,ODISHA,BALANGIR,True,,,,accepted_exact
Odisha,Baleshwar,ODISHA,BALESHWAR,True,,,,accepted_exact
Odisha,Bargarh,ODISHA,BARGARH,True,,,,accepted_exact
Odisha,Baudh,ODISHA,BAUDH,False,BOUDH,BARGARH,,requires_review
Odisha,Bhadrak,ODISHA,BHADRAK,True,,,,accepted_exact
Odisha,Cuttack,ODISHA,CUTTACK,True,,,,accepted_exact
Odisha,Debagarh,ODISHA,DEBAGARH,False,DEOGARH,BARGARH,SUNDARGARH,requires_review
Odisha,Dhenkanal,ODISHA,DHENKANAL,True,,,,accepted_exact
Odisha,Gajapati,ODISHA,GAJAPATI,True,,,,accepted_exact
Odisha,Ganjam,ODISHA,GANJAM,True,,,,accepted_exact
Odisha,Jagatsinghapur,ODISHA,JAGATSINGHAPUR,True,,,,accepted_exact
Odisha,Jajapur,ODISHA,JAJAPUR,True,,,,accepted_exact
Odisha,Jharsuguda,ODISHA,JHARSUGUDA,True,,,,accepted_exact
Odisha,Kalahandi,ODISHA,KALAHANDI,True,,,,accepted_exact
Odisha,Kandhamal,ODISHA,KANDHAMAL,True,,,,accepted_exact
Odisha,Kendrapara,ODISHA,KENDRAPARA,True,,,,accepted_exact
Odisha,Kendujhar,ODISHA,KENDUJHAR,True,,,,accepted_exact
Odisha,Khordha,ODISHA,KHORDHA,True,,,,accepted_exact
Odisha,Koraput,ODISHA,KORAPUT,True,,,,accepted_exact
Odisha,Malkangiri,ODISHA,MALKANGIRI,True,,,,accepted_exact
Odisha,Mayurbhanj,ODISHA,MAYURBHANJ,True,,,,accepted_exact
Odisha,Nabarangapur,ODISHA,NABARANGAPUR,False,NABARANGPUR,BARGARH,JAGATSINGHAPUR,requires_review
Odisha,Nayagarh,ODISHA,NAYAGARH,True,,,,accepted_exact
Odisha,Nuapada,ODISHA,NUAPADA,True,,,,accepted_exact
Odisha,Puri,ODISHA,PURI,True,,,,accepted_exact
Odisha,Rayagada,ODISHA,RAYAGADA,True,,,,accepted_exact
Odisha,Sambalpur,ODISHA,SAMBALPUR,True,,,,accepted_exact
Odisha,Subarnapur,ODISHA,SUBARNAPUR,False,NABARANGPUR,SAMBALPUR,SUNDARGARH,requires_review
Odisha,Sundargarh,ODISHA,SUNDARGARH,True,,,,accepted_exact
Puducherry,Karaikal,PUDUCHERRY,KARAIKAL,True,,,,accepted_exact
Puducherry,Mahe,PUDUCHERRY,MAHE,True,,,,accepted_exact
Puducherry,Puducherry,PUDUCHERRY,PUDUCHERRY,False,PONDICHERRY,,,requires_review
Puducherry,Yanam,PUDUCHERRY,YANAM,True,,,,accepted_exact
Punjab,Amritsar,PUNJAB,AMRITSAR,True,,,,accepted_exact
Punjab,Barnala,PUNJAB,BARNALA,True,,,,accepted_exact
Punjab,Bathinda,PUNJAB,BATHINDA,True,,,,accepted_exact
Punjab,Faridkot,PUNJAB,FARIDKOT,True,,,,accepted_exact
Punjab,Fatehgarh Sahib,PUNJAB,FATEHGARH SAHIB,True,,,,accepted_exact
Punjab,Fazilka,PUNJAB,FAZILKA,True,,,,accepted_exact
Punjab,Firozpur,PUNJAB,FIROZPUR,False,FIROZEPUR,GURDASPUR,,requires_review
Punjab,Gurdaspur,PUNJAB,GURDASPUR,True,,,,accepted_exact
Punjab,Hoshiarpur,PUNJAB,HOSHIARPUR,True,,,,accepted_exact
Punjab,Jalandhar,PUNJAB,JALANDHAR,True,,,,accepted_exact
Punjab,Kapurthala,PUNJAB,KAPURTHALA,True,,,,accepted_exact
Punjab,Ludhiana,PUNJAB,LUDHIANA,True,,,,accepted_exact
Punjab,Mansa,PUNJAB,MANSA,True,,,,accepted_exact
Punjab,Moga,PUNJAB,MOGA,True,,,,accepted_exact
Punjab,Muktsar,PUNJAB,MUKTSAR,False,AMRITSAR,SRI MUKTSAR SAHIB,MANSA,requires_review
Punjab,Pathankot,PUNJAB,PATHANKOT,True,,,,accepted_exact
Punjab,Patiala,PUNJAB,PATIALA,True,,,,accepted_exact
Punjab,Rupnagar,PUNJAB,RUPNAGAR,True,,,,accepted_exact
Punjab,Sahibzada Ajit Singh Nagar,PUNJAB,SAHIBZADA AJIT SINGH NAGAR,False,SHAHID BHAGAT SINGH NAGAR,S.A.S NAGAR,,requires_review
Punjab,Sangrur,PUNJAB,SANGRUR,True,,,,accepted_exact
Punjab,Shahid Bhagat Singh Nagar,PUNJAB,SHAHID BHAGAT SINGH NAGAR,True,,,,accepted_exact
Punjab,Tarn Taran,PUNJAB,TARN TARAN,True,,,,accepted_exact
Rajasthan,Ajmer,RAJASTHAN,AJMER,True,,,,accepted_exact
Rajasthan,Alwar,RAJASTHAN,ALWAR,True,,,,accepted_exact
Rajasthan,Banswara,RAJASTHAN,BANSWARA,True,,,,accepted_exact
Rajasthan,Baran,RAJASTHAN,BARAN,True,,,,accepted_exact
Rajasthan,Barmer,RAJASTHAN,BARMER,True,,,,accepted_exact
Rajasthan,Bharatpur,RAJASTHAN,BHARATPUR,True,,,,accepted_exact
Rajasthan,Bhilwara,RAJASTHAN,BHILWARA,True,,,,accepted_exact
Rajasthan,Bikaner,RAJASTHAN,BIKANER,True,,,,accepted_exact
Rajasthan,Bundi,RAJASTHAN,BUNDI,True,,,,accepted_exact
Rajasthan,Chittaurgarh,RAJASTHAN,CHITTAURGARH,False,CHITTORGARH,HANUMANGARH,PRATAPGARH,requires_review
Rajasthan,Churu,RAJASTHAN,CHURU,True,,,,accepted_exact
Rajasthan,Dausa,RAJASTHAN,DAUSA,True,,,,accepted_exact
Rajasthan,Dhaulpur,RAJASTHAN,DHAULPUR,False,DHOLPUR,JODHPUR,DUNGARPUR,requires_review
Rajasthan,Dungarpur,RAJASTHAN,DUNGARPUR,True,,,,accepted_exact
Rajasthan,Ganganagar,RAJASTHAN,GANGANAGAR,True,,,,accepted_exact
Rajasthan,Hanumangarh,RAJASTHAN,HANUMANGARH,True,,,,accepted_exact
Rajasthan,Jaipur,RAJASTHAN,JAIPUR,True,,,,accepted_exact
Rajasthan,Jaisalmer,RAJASTHAN,JAISALMER,True,,,,accepted_exact
Rajasthan,Jalor,RAJASTHAN,JALOR,False,JALORE,JHALAWAR,ALWAR,requires_review
Rajasthan,Jhalawar,RAJASTHAN,JHALAWAR,True,,,,accepted_exact
Rajasthan,Jhunjhunun,RAJASTHAN,JHUNJHUNUN,False,JHUNJHUNU,,,requires_review
Rajasthan,Jodhpur,RAJASTHAN,JODHPUR,True,,,,accepted_exact
Rajasthan,Karauli,RAJASTHAN,KARAULI,True,,,,accepted_exact
Rajasthan,Kota,RAJASTHAN,KOTA,True,,,,accepted_exact
Rajasthan,Nagaur,RAJASTHAN,NAGAUR,True,,,,accepted_exact
Rajasthan,Pali,RAJASTHAN,PALI,True,,,,accepted_exact
Rajasthan,Pratapgarh,RAJASTHAN,PRATAPGARH,True,,,,accepted_exact
Rajasthan,Rajsamand,RAJASTHAN,RAJSAMAND,True,,,,accepted_exact
Rajasthan,Sawai Madhopur,RAJASTHAN,SAWAI MADHOPUR,True,,,,accepted_exact
Rajasthan,Sikar,RAJASTHAN,SIKAR,True,,,,accepted_exact
Rajasthan,Sirohi,RAJASTHAN,SIROHI,True,,,,accepted_exact
Rajasthan,Tonk,RAJASTHAN,TONK,True,,,,accepted_exact
Rajasthan,Udaipur,RAJASTHAN,UDAIPUR,True,,,,accepted_exact
Sikkim,East District,SIKKIM,EAST DISTRICT,True,,,,accepted_exact
Sikkim,North  District,SIKKIM,NORTH DISTRICT,True,,,,accepted_exact
Sikkim,South District,SIKKIM,SOUTH DISTRICT,True,,,,accepted_exact
Sikkim,West District,SIKKIM,WEST DISTRICT,True,,,,accepted_exact
Tamil Nadu,Ariyalur,TAMIL NADU,ARIYALUR,True,,,,accepted_exact
Tamil Nadu,Chennai,TAMIL NADU,CHENNAI,True,,,,accepted_exact
Tamil Nadu,Coimbatore,TAMIL NADU,COIMBATORE,True,,,,accepted_exact
Tamil Nadu,Cuddalore,TAMIL NADU,CUDDALORE,True,,,,accepted_exact
Tamil Nadu,Dharmapuri,TAMIL NADU,DHARMAPURI,True,,,,accepted_exact
Tamil Nadu,Dindigul,TAMIL NADU,DINDIGUL,True,,,,accepted_exact
Tamil Nadu,Erode,TAMIL NADU,ERODE,True,,,,accepted_exact
Tamil Nadu,Kancheepuram,TAMIL NADU,KANCHEEPURAM,False,KANCHIPURAM,RAMANATHAPURAM,KARUR,requires_review
Tamil Nadu,Kanniyakumari,TAMIL NADU,KANNIYAKUMARI,True,,,,accepted_exact
Tamil Nadu,Karur,TAMIL NADU,KARUR,True,,,,accepted_exact
Tamil Nadu,Krishnagiri,TAMIL NADU,KRISHNAGIRI,True,,,,accepted_exact
Tamil Nadu,Madurai,TAMIL NADU,MADURAI,True,,,,accepted_exact
Tamil Nadu,Nagapattinam,TAMIL NADU,NAGAPATTINAM,True,,,,accepted_exact
Tamil Nadu,Namakkal,TAMIL NADU,NAMAKKAL,True,,,,accepted_exact
Tamil Nadu,Perambalur,TAMIL NADU,PERAMBALUR,True,,,,accepted_exact
Tamil Nadu,Pudukkottai,TAMIL NADU,PUDUKKOTTAI,True,,,,accepted_exact
Tamil Nadu,Ramanathapuram,TAMIL NADU,RAMANATHAPURAM,True,,,,accepted_exact
Tamil Nadu,Salem,TAMIL NADU,SALEM,True,,,,accepted_exact
Tamil Nadu,Sivaganga,TAMIL NADU,SIVAGANGA,True,,,,accepted_exact
Tamil Nadu,Thanjavur,TAMIL NADU,THANJAVUR,True,,,,accepted_exact
Tamil Nadu,The Nilgiris,TAMIL NADU,THE NILGIRIS,True,,,,accepted_exact
Tamil Nadu,Theni,TAMIL NADU,THENI,True,,,,accepted_exact
Tamil Nadu,Thiruvallur,TAMIL NADU,THIRUVALLUR,True,,,,accepted_exact
Tamil Nadu,Thiruvarur,TAMIL NADU,THIRUVARUR,True,,,,accepted_exact
Tamil Nadu,Thoothukkudi,TAMIL NADU,THOOTHUKKUDI,False,,,,requires_review
Tamil Nadu,Tiruchirappalli,TAMIL NADU,TIRUCHIRAPPALLI,True,,,,accepted_exact
Tamil Nadu,Tirunelveli,TAMIL NADU,TIRUNELVELI,True,,,,accepted_exact
Tamil Nadu,Tiruppur,TAMIL NADU,TIRUPPUR,True,,,,accepted_exact
Tamil Nadu,Tiruvannamalai,TAMIL NADU,TIRUVANNAMALAI,True,,,,accepted_exact
Tamil Nadu,Vellore,TAMIL NADU,VELLORE,True,,,,accepted_exact
Tamil Nadu,Viluppuram,TAMIL NADU,VILUPPURAM,False,VILLUPURAM,TIRUPPUR,KANCHIPURAM,requires_review
Tamil Nadu,Virudhunagar,TAMIL NADU,VIRUDHUNAGAR,True,,,,accepted_exact
Telangana,Adilabad,TELANGANA,ADILABAD,True,,,,accepted_exact
Telangana,Bhadradri Kothagudem,TELANGANA,BHADRADRI KOTHAGUDEM,True,,,,accepted_exact
Telangana,Hyderabad,TELANGANA,HYDERABAD,True,,,,accepted_exact
Telangana,Jagitial,TELANGANA,JAGITIAL,True,,,,accepted_exact
Telangana,Jangoan,TELANGANA,JANGOAN,True,,,,accepted_exact
Telangana,Jayashankar Bhupalapally,TELANGANA,JAYASHANKAR BHUPALAPALLY,True,,,,accepted_exact
Telangana,Jogulamba Gadwal,TELANGANA,JOGULAMBA GADWAL,True,,,,accepted_exact
Telangana,Kamareddy,TELANGANA,KAMAREDDY,True,,,,accepted_exact
Telangana,Karimnagar,TELANGANA,KARIMNAGAR,True,,,,accepted_exact
Telangana,Khammam,TELANGANA,KHAMMAM,True,,,,accepted_exact
Telangana,Komaram Bheem Asifabad,TELANGANA,KOMARAM BHEEM ASIFABAD,False,KUMURAM BHEEM ASIFABAD,MAHABUBABAD,VIKARABAD,requires_review
Telangana,Mahabubabad,TELANGANA,MAHABUBABAD,True,,,,accepted_exact
Telangana,Mahabubnagar,TELANGANA,MAHABUBNAGAR,True,,,,accepted_exact
Telangana,Mancherial,TELANGANA,MANCHERIAL,True,,,,accepted_exact
Telangana,Medak,TELANGANA,MEDAK,True,,,,accepted_exact
Telangana,Medchal-Malkajgiri,TELANGANA,MEDCHAL-MALKAJGIRI,False,MEDCHAL MALKAJGIRI,,,requires_review
Telangana,Nagarkurnool,TELANGANA,NAGARKURNOOL,True,,,,accepted_exact
Telangana,Nalgonda,TELANGANA,NALGONDA,True,,,,accepted_exact
Telangana,Nirmal,TELANGANA,NIRMAL,True,,,,accepted_exact
Telangana,Nizamabad,TELANGANA,NIZAMABAD,True,,,,accepted_exact
Telangana,Peddapalli,TELANGANA,PEDDAPALLI,True,,,,accepted_exact
Telangana,Rajanna Sircilla,TELANGANA,RAJANNA SIRCILLA,True,,,,accepted_exact
Telangana,Ranga Reddy,TELANGANA,RANGA REDDY,True,,,,accepted_exact
Telangana,Sangareddy,TELANGANA,SANGAREDDY,True,,,,accepted_exact
Telangana,Siddipet,TELANGANA,SIDDIPET,True,,,,accepted_exact
Telangana,Suryapet,TELANGANA,SURYAPET,True,,,,accepted_exact
Telangana,Vikarabad,TELANGANA,VIKARABAD,True,,,,accepted_exact
Telangana,Wanaparthy,TELANGANA,WANAPARTHY,True,,,,accepted_exact
Telangana,Warangal Rural,TELANGANA,WARANGAL RURAL,False,WARANGAL,RANGA REDDY,NAGARKURNOOL,requires_review
Telangana,Warangal Urban,TELANGANA,WARANGAL URBAN,False,WARANGAL,RANGA REDDY,KARIMNAGAR,requires_review
Telangana,Yadadri Bhuvanagiri,TELANGANA,YADADRI BHUVANAGIRI,True,,,,accepted_exact
Tripura,Dhalai,TRIPURA,DHALAI,True,,,,accepted_exact
Tripura,Gomati,TRIPURA,GOMATI,True,,,,accepted_exact
Tripura,Khowai,TRIPURA,KHOWAI,True,,,,accepted_exact
Tripura,North Tripura,TRIPURA,NORTH TRIPURA,True,,,,accepted_exact
Tripura,Sepahijala,TRIPURA,SEPAHIJALA,True,,,,accepted_exact
Tripura,South Tripura,TRIPURA,SOUTH TRIPURA,True,,,,accepted_exact
Tripura,Unakoti,TRIPURA,UNAKOTI,True,,,,accepted_exact
Tripura,West Tripura,TRIPURA,WEST TRIPURA,True,,,,accepted_exact
Uttar Pradesh,Agra,UTTAR PRADESH,AGRA,True,,,,accepted_exact
Uttar Pradesh,Aligarh,UTTAR PRADESH,ALIGARH,True,,,,accepted_exact
Uttar Pradesh,Allahabad,UTTAR PRADESH,ALLAHABAD,False,FARRUKHABAD,MORADABAD,GHAZIABAD,requires_review
Uttar Pradesh,Ambedkar Nagar,UTTAR PRADESH,AMBEDKAR NAGAR,True,,,,accepted_exact
Uttar Pradesh,Amethi,UTTAR PRADESH,AMETHI,True,,,,accepted_exact
Uttar Pradesh,Auraiya,UTTAR PRADESH,AURAIYA,True,,,,accepted_exact
Uttar Pradesh,Azamgarh,UTTAR PRADESH,AZAMGARH,True,,,,accepted_exact
Uttar Pradesh,Baghpat,UTTAR PRADESH,BAGHPAT,True,,,,accepted_exact
Uttar Pradesh,Bahraich,UTTAR PRADESH,BAHRAICH,True,,,,accepted_exact
Uttar Pradesh,Ballia,UTTAR PRADESH,BALLIA,True,,,,accepted_exact
Uttar Pradesh,Balrampur,UTTAR PRADESH,BALRAMPUR,True,,,,accepted_exact
Uttar Pradesh,Banda,UTTAR PRADESH,BANDA,True,,,,accepted_exact
Uttar Pradesh,Bara Banki,UTTAR PRADESH,BARA BANKI,False,BARABANKI,RAE BARELI,VARANASI,requires_review
Uttar Pradesh,Bareilly,UTTAR PRADESH,BAREILLY,True,,,,accepted_exact
Uttar Pradesh,Basti,UTTAR PRADESH,BASTI,True,,,,accepted_exact
Uttar Pradesh,Bijnor,UTTAR PRADESH,BIJNOR,True,,,,accepted_exact
Uttar Pradesh,Budaun,UTTAR PRADESH,BUDAUN,True,,,,accepted_exact
Uttar Pradesh,Bulandshahr,UTTAR PRADESH,BULANDSHAHR,True,,,,accepted_exact
Uttar Pradesh,Chandauli,UTTAR PRADESH,CHANDAULI,True,,,,accepted_exact
Uttar Pradesh,Chitrakoot,UTTAR PRADESH,CHITRAKOOT,True,,,,accepted_exact
Uttar Pradesh,Deoria,UTTAR PRADESH,DEORIA,True,,,,accepted_exact
Uttar Pradesh,Etah,UTTAR PRADESH,ETAH,True,,,,accepted_exact
Uttar Pradesh,Etawah,UTTAR PRADESH,ETAWAH,True,,,,accepted_exact
Uttar Pradesh,Faizabad,UTTAR PRADESH,FAIZABAD,False,FIROZABAD,GHAZIABAD,FARRUKHABAD,requires_review
Uttar Pradesh,Farrukhabad,UTTAR PRADESH,FARRUKHABAD,True,,,,accepted_exact
Uttar Pradesh,Fatehpur,UTTAR PRADESH,FATEHPUR,True,,,,accepted_exact
Uttar Pradesh,Firozabad,UTTAR PRADESH,FIROZABAD,True,,,,accepted_exact
Uttar Pradesh,Gautam Buddha Nagar,UTTAR PRADESH,GAUTAM BUDDHA NAGAR,True,,,,accepted_exact
Uttar Pradesh,Ghaziabad,UTTAR PRADESH,GHAZIABAD,True,,,,accepted_exact
Uttar Pradesh,Ghazipur,UTTAR PRADESH,GHAZIPUR,True,,,,accepted_exact
Uttar Pradesh,Gonda,UTTAR PRADESH,GONDA,True,,,,accepted_exact
Uttar Pradesh,Gorakhpur,UTTAR PRADESH,GORAKHPUR,True,,,,accepted_exact
Uttar Pradesh,Hamirpur,UTTAR PRADESH,HAMIRPUR,True,,,,accepted_exact
Uttar Pradesh,Hapur,UTTAR PRADESH,HAPUR,True,,,,accepted_exact
Uttar Pradesh,Hardoi,UTTAR PRADESH,HARDOI,True,,,,accepted_exact
Uttar Pradesh,Jalaun,UTTAR PRADESH,JALAUN,True,,,,accepted_exact
Uttar Pradesh,Jaunpur,UTTAR PRADESH,JAUNPUR,True,,,,accepted_exact
Uttar Pradesh,Jhansi,UTTAR PRADESH,JHANSI,True,,,,accepted_exact
