circlename,regionname,divisionname,officename,pincode,officetype,delivery,district,statename,latitude,longitude,coordinate_status
Telangana Circle,Hyderabad Region,Adilabad Division,Kukuda B.O,504299,BO,Delivery,KUMURAM BHEEM ASIFABAD,TELANGANA,NA,NA,missing_pair
Telangana Circle,Hyderabad Region,Adilabad Division,Kammergaon  B.O,504296,BO,Delivery,KUMURAM BHEEM ASIFABAD,TELANGANA,NA,NA,missing_pair
Telangana Circle,Hyderabad Region,Hanamkonda Division,Kasimpalli B.O,506169,BO,Delivery,JAYASHANKAR BHUPALAPALLY,TELANGANA,79.0000000,17.0000000,likely_swapped
Telangana Circle,Hyderabad Region,Hanamkonda Division,Laxmareddipalli B.O,506168,BO,Delivery,JAYASHANKAR BHUPALAPALLY,TELANGANA,35.8968000,61.2536900,out_of_bounds
Telangana Circle,Hyderabad Region,Hanamkonda Division,Garimillapalli B.O,506356,BO,Delivery,JAYASHANKAR BHUPALAPALLY,TELANGANA,39.5698000,58.6359000,out_of_bounds
Telangana Circle,Hyderabad City Region,Medak Division,M.Bhupathipur B.O,502117,BO,Delivery,MEDAK,TELANGANA,NA,NA,missing_pair
Telangana Circle,Hyderabad City Region,Medak Division,Anajipur B.O,502278,BO,Delivery,SIDDIPET,TELANGANA,NA,NA,missing_pair
Telangana Circle,Hyderabad City Region,Medak Division,Thirumalapur B.O,502278,BO,Delivery,SIDDIPET,TELANGANA,NA,NA,missing_pair
Telangana Circle,Hyderabad City Region,Medak Division,Kolgur B.O,502278,BO,Delivery,SIDDIPET,TELANGANA,NA,NA,missing_pair
Telangana Circle,Hyderabad City Region,Medak Division,Raiploe B.O,502278,BO,Delivery,SIDDIPET,TELANGANA,NA,NA,missing_pair
Telangana Circle,Hyderabad City Region,Medak Division,Ramaram B.O,502278,BO,Delivery,SIDDIPET,TELANGANA,NA,NA,missing_pair
Telangana Circle,Hyderabad Region,Nalgonda Division,Kurella B.O,508111,BO,Delivery,YADADRI BHUVANAGIRI,TELANGANA,NA,NA,missing_pair
Telangana Circle,Hyderabad Region,Nalgonda Division,Dacharam B.O,508277,BO,Delivery,YADADRI BHUVANAGIRI,TELANGANA,NA,NA,missing_pair
Telangana Circle,Hyderabad Region,Nalgonda Division,Kurmedu B.O,508250,BO,Delivery,NALGONDA,TELANGANA,NA,NA,missing_pair
Telangana Circle,Hyderabad Region,Nalgonda Division,Yalamala Manda B.O,508248,BO,Delivery,NALGONDA,TELANGANA,NA,NA,missing_pair
Telangana Circle,Hyderabad Region,Nalgonda Division,Thuniki Nuthala B.O,508377,BO,Delivery,NALGONDA,TELANGANA,NA,NA,missing_pair
Telangana Circle,Hyderabad Region,Nalgonda Division,Rachakonda B.O,508253,BO,Delivery,NALGONDA,TELANGANA,NA,NA,missing_pair
Telangana Circle,Hyderabad Region,Nalgonda Division,Appajipet B.O,508002,BO,Delivery,NALGONDA,TELANGANA,NA,NA,missing_pair
Telangana Circle,Hyderabad Region,Nalgonda Division,Cherlapalli B.O,508002,BO,Delivery,NALGONDA,TELANGANA,NA,NA,missing_pair
Telangana Circle,Hyderabad Region,Nalgonda Division,Kanchanpalli B.O,508002,BO,Delivery,NALGONDA,TELANGANA,NA,NA,missing_pair
Telangana Circle,Hyderabad Region,Nizamabad Division,Yellareddypalli B.O,503164,BO,Delivery,NIZAMABAD,TELANGANA,18.1690283,18.1690283,out_of_bounds
Telangana Circle,Hyderabad Region,Peddapalli Division,Mirzampet B.O,505153,BO,Delivery,PEDDAPALLI,TELANGANA,NA,NA,missing_pair
Telangana Circle,Hyderabad Region,Peddapalli Division,Rathpalli B.O,505153,BO,Delivery,PEDDAPALLI,TELANGANA,NA,NA,missing_pair
Telangana Circle,Hyderabad Region,Peddapalli Division,Bijnur B.O,505475,BO,Delivery,KARIMNAGAR,TELANGANA,NA,NA,missing_pair
Telangana Circle,Hyderabad Region,Peddapalli Division,Begumpet B.O,505212,BO,Delivery,PEDDAPALLI,TELANGANA,NA,NA,missing_pair
Telangana Circle,Hyderabad Region,Peddapalli Division,Kalvacherla B.O,505212,BO,Delivery,PEDDAPALLI,TELANGANA,NA,NA,missing_pair
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Chilakalapalli B.O,535557,BO,Delivery,Parvathipuram Manyam,ANDHRA PRADESH,83.5297000,18.6149000,likely_swapped
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Vengapuram Agraharam B.O,535557,BO,Delivery,Parvathipuram Manyam,ANDHRA PRADESH,83.5183000,18.6153000,likely_swapped
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Mirthivalasa B.O,535559,BO,Delivery,Parvathipuram Manyam,ANDHRA PRADESH,83.4133000,18.5267000,likely_swapped
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Bondapalli B.O,535128,BO,Delivery,VIZIANAGARAM,ANDHRA PRADESH,83.6018000,18.3700000,likely_swapped
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Badangi B.O,535578,BO,Delivery,VIZIANAGARAM,ANDHRA PRADESH,83.3531000,18.4836000,likely_swapped
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Pappala Lingalavalasa B.O,535578,BO,Delivery,VIZIANAGARAM,ANDHRA PRADESH,83.3531000,18.4836000,likely_swapped
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Bhyripuram B.O,535102,BO,Delivery,VIZIANAGARAM,ANDHRA PRADESH,83.4409000,18.3558000,likely_swapped
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Mokhasa Lingalavalasa B.O,535102,BO,Delivery,VIZIANAGARAM,ANDHRA PRADESH,83.4629000,18.4109000,likely_swapped
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Bangaruvalasa B.O,535547,BO,Delivery,Parvathipuram Manyam,ANDHRA PRADESH,83.2637000,18.6913000,likely_swapped
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Markondaputti B.O,535547,BO,Delivery,Parvathipuram Manyam,ANDHRA PRADESH,83.2286000,18.6906000,likely_swapped
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Saraivalasa B.O,535547,BO,Delivery,Parvathipuram Manyam,ANDHRA PRADESH,83.2509000,18.6889000,likely_swapped
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Chemudu B.O,535547,BO,Delivery,Parvathipuram Manyam,ANDHRA PRADESH,83.2178000,18.6294000,likely_swapped
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Lakshmipuram B.O,535547,BO,Delivery,Parvathipuram Manyam,ANDHRA PRADESH,83.4092000,18.6609000,likely_swapped
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Kottuparuva B.O,535593,BO,Delivery,Parvathipuram Manyam,ANDHRA PRADESH,83.1569000,18.6444000,likely_swapped
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Kurukutti B.O,535593,BO,Delivery,Parvathipuram Manyam,ANDHRA PRADESH,83.0936000,18.5901000,likely_swapped
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Sivili Peddavalasa B.O,535593,BO,Delivery,Parvathipuram Manyam,ANDHRA PRADESH,83.2107000,18.6544000,likely_swapped
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Devarapodilam B.O,535125,BO,Delivery,VIZIANAGARAM,ANDHRA PRADESH,83.6135000,18.3299000,likely_swapped
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Nimmalavalasa B.O,535125,BO,Delivery,VIZIANAGARAM,ANDHRA PRADESH,83.6818000,18.3049000,likely_swapped
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Palavalasa B.O,535125,BO,Delivery,VIZIANAGARAM,ANDHRA PRADESH,83.6747000,18.2708000,likely_swapped
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Karrivalasa B.O,535592,BO,Delivery,Parvathipuram Manyam,ANDHRA PRADESH,83.1020000,18.4546000,likely_swapped
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Padmapuram B.O,535592,BO,Delivery,Parvathipuram Manyam,ANDHRA PRADESH,83.0957000,18.4828000,likely_swapped
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Nandabalaga B.O,535568,BO,Delivery,VIZIANAGARAM,ANDHRA PRADESH,83.4706000,18.5439000,likely_swapped
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Pinapenki B.O,535568,BO,Delivery,VIZIANAGARAM,ANDHRA PRADESH,83.4529000,18.5322000,likely_swapped
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Paradi B.O,503321,BO,Delivery,VIZIANAGARAM,ANDHRA PRADESH,83.3069000,18.5230000,likely_swapped
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Patharega B.O,535579,BO,Delivery,VIZIANAGARAM,ANDHRA PRADESH,83.3006000,18.4263000,likely_swapped
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Korapukothavalasa B.O,535579,BO,Non Delivery,VIZIANAGARAM,ANDHRA PRADESH,83.2647000,18.4549000,likely_swapped
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Viswanadhapuram B.O,535591,BO,Delivery,Parvathipuram Manyam,ANDHRA PRADESH,83.1760000,18.5260000,likely_swapped
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Nelliparthi B.O,535591,BO,Delivery,Parvathipuram Manyam,ANDHRA PRADESH,83.2146000,18.5129000,likely_swapped
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Panukuvalasa B.O,535591,BO,Delivery,Parvathipuram Manyam,ANDHRA PRADESH,83.1631000,18.5284000,likely_swapped
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Parannavalasa B.O,535591,BO,Delivery,Parvathipuram Manyam,ANDHRA PRADESH,83.2545000,18.5390000,likely_swapped
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Burja B.O,535546,BO,Delivery,Parvathipuram Manyam,ANDHRA PRADESH,83.4397000,18.6640000,likely_swapped
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Tamarakhandi B.O,535546,BO,Delivery,Parvathipuram Manyam,ANDHRA PRADESH,83.3521000,18.6260000,likely_swapped
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Krishnarayapuram B.O,535546,BO,Non Delivery,Parvathipuram Manyam,ANDHRA PRADESH,83.3003000,18.6766000,likely_swapped
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Maripivalasa B.O,535546,BO,Delivery,Parvathipuram Manyam,ANDHRA PRADESH,83.3830000,18.7162000,likely_swapped
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Nidagallu B.O,535546,BO,Delivery,Parvathipuram Manyam,ANDHRA PRADESH,83.4136000,18.6947000,likely_swapped
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Venkatabhyripuram B.O,535546,BO,Non Delivery,Parvathipuram Manyam,ANDHRA PRADESH,83.3107000,18.6931000,likely_swapped
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Boddam B.O,532148,BO,Delivery,SRIKAKULAM,ANDHRA PRADESH,83.1421000,18.0574000,likely_swapped
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Chandraiahpeta B.O,532148,BO,Delivery,SRIKAKULAM,ANDHRA PRADESH,83.1425000,18.0579000,likely_swapped
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Chettupodilam B.O,532148,BO,Delivery,SRIKAKULAM,ANDHRA PRADESH,83.1521000,18.0575000,likely_swapped
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Kusumuru B.O,535124,BO,Non Delivery,VIZIANAGARAM,ANDHRA PRADESH,83.4758000,18.4573000,likely_swapped
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Rajeru B.O,535124,BO,Non Delivery,VIZIANAGARAM,ANDHRA PRADESH,83.4758900,18.4571200,likely_swapped
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Vadada B.O,535124,BO,Delivery,VIZIANAGARAM,ANDHRA PRADESH,83.4876000,18.4672000,likely_swapped
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Ravipalli B.O,535463,BO,Delivery,Parvathipuram Manyam,ANDHRA PRADESH,83.5210000,18.6931000,likely_swapped
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Kothapalli B.O,535463,BO,Delivery,Parvathipuram Manyam,ANDHRA PRADESH,83.5323100,18.6766900,likely_swapped
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Kotturu B.O,535463,BO,Delivery,Parvathipuram Manyam,ANDHRA PRADESH,83.5323400,18.6770000,likely_swapped
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Sivvam B.O,535463,BO,Delivery,Parvathipuram Manyam,ANDHRA PRADESH,83.5253000,18.7198000,likely_swapped
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Kedaripuram B.O,535523,BO,Delivery,VIZIANAGARAM,ANDHRA PRADESH,83.6471000,19.1268000,likely_swapped
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Nandrukona B.O,503230,BO,Delivery,VIZIANAGARAM,ANDHRA PRADESH,83.6119000,18.9528000,likely_swapped
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Rastakuntubai B.O,535523,BO,Delivery,VIZIANAGARAM,ANDHRA PRADESH,83.6020000,18.9247000,likely_swapped
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Rella B.O,535523,BO,Delivery,VIZIANAGARAM,ANDHRA PRADESH,83.6416000,19.0769000,likely_swapped
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Yegulavada B.O,535523,BO,Delivery,VIZIANAGARAM,ANDHRA PRADESH,83.6423000,18.9430000,likely_swapped
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Chemuduguda B.O,535523,BO,Delivery,VIZIANAGARAM,ANDHRA PRADESH,83.6423500,18.9493000,likely_swapped
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Babbidi B.O,535521,BO,Delivery,Parvathipuram Manyam,ANDHRA PRADESH,83.5542000,18.8661000,likely_swapped
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Chinageesada B.O,535521,BO,Delivery,Parvathipuram Manyam,ANDHRA PRADESH,83.5040000,19.0042000,likely_swapped
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Kottu B.O,535521,BO,Delivery,Parvathipuram Manyam,ANDHRA PRADESH,83.4718000,18.9018000,likely_swapped
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Palem B.O,535521,BO,Delivery,Parvathipuram Manyam,ANDHRA PRADESH,83.5173000,18.8989000,likely_swapped
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Sivannapeta B.O,535524,BO,Delivery,Parvathipuram Manyam,ANDHRA PRADESH,83.5468000,18.8692000,likely_swapped
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Dalaipeta B.O,535524,BO,Delivery,Parvathipuram Manyam,ANDHRA PRADESH,83.4864000,18.8617000,likely_swapped
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Duddukhallu B.O,535524,BO,Delivery,Parvathipuram Manyam,ANDHRA PRADESH,83.5548000,18.9431000,likely_swapped
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Kitchada B.O,535524,BO,Delivery,Parvathipuram Manyam,ANDHRA PRADESH,83.5027000,18.8631000,likely_swapped
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Udayapuram B.O,535534,BO,Delivery,Parvathipuram Manyam,ANDHRA PRADESH,83.7984000,18.8471000,likely_swapped
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Navagam B.O,532462,BO,Delivery,Parvathipuram Manyam,ANDHRA PRADESH,83.6795000,18.6395000,likely_swapped
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Aradali B.O,532440,BO,Delivery,Parvathipuram Manyam,ANDHRA PRADESH,83.7233000,18.6217000,likely_swapped
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Bukkuru B.O,532440,BO,Delivery,Parvathipuram Manyam,ANDHRA PRADESH,83.7263000,18.5727000,likely_swapped
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Kondapuram B.O,532440,BO,Delivery,Parvathipuram Manyam,ANDHRA PRADESH,83.7714000,18.5910000,likely_swapped
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Pedakotipalli B.O,532440,BO,Delivery,Parvathipuram Manyam,ANDHRA PRADESH,83.7715000,18.5911000,likely_swapped
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Duggi B.O,535502,BO,Delivery,Parvathipuram Manyam,ANDHRA PRADESH,83.4849000,18.8368000,likely_swapped
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Surampeta B.O,535527,BO,Delivery,Parvathipuram Manyam,ANDHRA PRADESH,83.3709000,18.7239000,likely_swapped
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Buduruwada B.O,535527,BO,Delivery,Parvathipuram Manyam,ANDHRA PRADESH,83.3266000,18.7412000,likely_swapped
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Dokiseela B.O,535527,BO,Delivery,Parvathipuram Manyam,ANDHRA PRADESH,83.3266700,18.7412300,likely_swapped
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Donkala Kothapatnam B.O,535527,BO,Delivery,Parvathipuram Manyam,ANDHRA PRADESH,83.3266800,18.7413560,likely_swapped
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Puligummi B.O,535527,BO,Delivery,Parvathipuram Manyam,ANDHRA PRADESH,83.3535000,18.7128000,likely_swapped
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Gondi B.O,532443,BO,Delivery,Parvathipuram Manyam,ANDHRA PRADESH,83.8106000,18.6629000,likely_swapped
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Kusimi B.O,532443,BO,Delivery,Parvathipuram Manyam,ANDHRA PRADESH,83.8322000,18.6131000,likely_swapped
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Talagam B.O,532461,BO,Delivery,SRIKAKULAM,ANDHRA PRADESH,83.6011000,18.6475000,likely_swapped
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Kambara B.O,532460,BO,Delivery,Parvathipuram Manyam,ANDHRA PRADESH,83.5866000,18.7138000,likely_swapped
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Titukupai B.O,532460,BO,Delivery,Parvathipuram Manyam,ANDHRA PRADESH,83.6869000,18.7637000,likely_swapped
Andhra Pradesh Circle,Visakhapatnam Region,Rajahmundry Division,Srikrishnapatnam B.O,533353,BO,Delivery,EAST GODAVARI,ANDHRA PRADESH,NA,NA,missing_pair
Telangana Circle,Hyderabad Region,Khammam Division,Bodu B.O,507127,BO,Non Delivery,BHADRADRI KOTHAGUDEM,TELANGANA,NA,NA,missing_pair
Telangana Circle,Hyderabad Region,Khammam Division,Lachagudem B.O,507127,BO,Non Delivery,BHADRADRI KOTHAGUDEM,TELANGANA,NA,NA,missing_pair
Andhra Pradesh Circle,Vijayawada Region,Machilipatnam Division,Puligadda B.O,521122,BO,Delivery,KRISHNA,ANDHRA PRADESH,NA,NA,missing_pair
Andhra Pradesh Circle,Vijayawada Region,Machilipatnam Division,Vekanuru B.O,521122,BO,Delivery,KRISHNA,ANDHRA PRADESH,NA,NA,missing_pair
Andhra Pradesh Circle,Vijayawada Region,Machilipatnam Division,V.Rudravaram B.O,521133,BO,Delivery,KRISHNA,ANDHRA PRADESH,NA,NA,missing_pair
Andhra Pradesh Circle,Vijayawada Region,Machilipatnam Division,Akumarru B.O,521149,BO,Delivery,KRISHNA,ANDHRA PRADESH,NA,NA,missing_pair
Andhra Pradesh Circle,Vijayawada Region,Machilipatnam Division,Kankata B.O,521149,BO,Delivery,KRISHNA,ANDHRA PRADESH,NA,NA,missing_pair
Andhra Pradesh Circle,Vijayawada Region,Machilipatnam Division,Chitturu B.O,521150,BO,Delivery,KRISHNA,ANDHRA PRADESH,NA,NA,missing_pair
Andhra Pradesh Circle,Vijayawada Region,Machilipatnam Division,Tadepalli B.O,521132,BO,Delivery,KRISHNA,ANDHRA PRADESH,NA,NA,missing_pair
Andhra Pradesh Circle,Vijayawada Region,Machilipatnam Division,Jayapuram B.O,521328,BO,Delivery,KRISHNA,ANDHRA PRADESH,NA,NA,missing_pair
Andhra Pradesh Circle,Vijayawada Region,Machilipatnam Division,Lingareddipalem B.O,521328,BO,Delivery,KRISHNA,ANDHRA PRADESH,NA,NA,missing_pair
Andhra Pradesh Circle,Vijayawada Region,Machilipatnam Division,Endakuduru B.O,521131,BO,Delivery,KRISHNA,ANDHRA PRADESH,NA,NA,missing_pair
Andhra Pradesh Circle,Vijayawada Region,Machilipatnam Division,Nagayatippa B.O,521125,BO,Delivery,KRISHNA,ANDHRA PRADESH,NA,NA,missing_pair
Andhra Pradesh Circle,Vijayawada Region,Machilipatnam Division,Gudapadu B.O,521135,BO,Delivery,KRISHNA,ANDHRA PRADESH,NA,NA,missing_pair
Andhra Pradesh Circle,Vijayawada Region,Machilipatnam Division,Etimogga B.O,521120,BO,Delivery,KRISHNA,ANDHRA PRADESH,NA,NA,missing_pair
Andhra Pradesh Circle,Vijayawada Region,Machilipatnam Division,Ganapeswaram B.O,521120,BO,Delivery,KRISHNA,ANDHRA PRADESH,NA,NA,missing_pair
Andhra Pradesh Circle,Vijayawada Region,Machilipatnam Division,Nali B.O,521120,BO,Delivery,KRISHNA,ANDHRA PRADESH,NA,NA,missing_pair
Andhra Pradesh Circle,Vijayawada Region,Machilipatnam Division,Parrachivara B.O,521120,BO,Delivery,KRISHNA,ANDHRA PRADESH,NA,NA,missing_pair
Andhra Pradesh Circle,Vijayawada Region,Machilipatnam Division,Sorlagondhi B.O,521120,BO,Delivery,KRISHNA,ANDHRA PRADESH,NA,NA,missing_pair
Andhra Pradesh Circle,Vijayawada Region,Machilipatnam Division,P.G.Lanka B.O,521156,BO,Delivery,KRISHNA,ANDHRA PRADESH,NA,NA,missing_pair
Andhra Pradesh Circle,Vijayawada Region,Machilipatnam Division,Daggumilli(Z) B.O,521157,BO,Delivery,KRISHNA,ANDHRA PRADESH,NA,NA,missing_pair
Andhra Pradesh Circle,Vijayawada Region,Machilipatnam Division,Kummaripalem B.O,521130,BO,Delivery,KRISHNA,ANDHRA PRADESH,NA,NA,missing_pair
Andhra Pradesh Circle,Vijayawada Region,Machilipatnam Division,Bhatlapenumarru B.O,521138,BO,Delivery,KRISHNA,ANDHRA PRADESH,NA,NA,missing_pair
Andhra Pradesh Circle,Vijayawada Region,Machilipatnam Division,Pedapatnam B.O,521002,BO,Delivery,KRISHNA,ANDHRA PRADESH,NA,NA,missing_pair
Andhra Pradesh Circle,Vijayawada Region,Machilipatnam Division,Yadlavanipalem B.O,521002,BO,Delivery,KRISHNA,ANDHRA PRADESH,NA,NA,missing_pair
Andhra Pradesh Circle,Vijayawada Region,Machilipatnam Division,Gundupalem B.O,521003,BO,Non Delivery,KRISHNA,ANDHRA PRADESH,NA,NA,missing_pair
Andhra Pradesh Circle,Vijayawada Region,Machilipatnam Division,Kongamcherla B.O,521331,BO,Delivery,KRISHNA,ANDHRA PRADESH,NA,NA,missing_pair
Andhra Pradesh Circle,Vijayawada Region,Machilipatnam Division,Vadlamannadu B.O,521331,BO,Delivery,KRISHNA,ANDHRA PRADESH,NA,NA,missing_pair
Andhra Pradesh Circle,Vijayawada Region,Machilipatnam Division,Satulru B.O,521369,BO,Delivery,KRISHNA,ANDHRA PRADESH,NA,NA,missing_pair
Andhra Pradesh Circle,Vijayawada Region,Machilipatnam Division,Lellagaruvu B.O,521366,BO,Delivery,KRISHNA,ANDHRA PRADESH,NA,NA,missing_pair
Andhra Pradesh Circle,Vijayawada Region,Machilipatnam Division,Nandigama B.O,521366,BO,Delivery,KRISHNA,ANDHRA PRADESH,NA,NA,missing_pair
Andhra Pradesh Circle,Vijayawada Region,Nellore Division,Lingamgunta B.O-An,524203,BO,Delivery,SPSR NELLORE,ANDHRA PRADESH,NA,NA,missing_pair
Andhra Pradesh Circle,Vijayawada Region,Nellore Division,Kammavaripalem B.O-J,524223,BO,Delivery,SPSR NELLORE,ANDHRA PRADESH,NA,NA,missing_pair
Andhra Pradesh Circle,Vijayawada Region,Nellore Division,Dubagunta B.O-K,524239,BO,Delivery,SPSR NELLORE,ANDHRA PRADESH,NA,NA,missing_pair
Andhra Pradesh Circle,Vijayawada Region,Nellore Division,Dubagunta B.O-V,524228,BO,Delivery,SPSR NELLORE,ANDHRA PRADESH,NA,NA,missing_pair
Andhra Pradesh Circle,Vijayawada Region,Nellore Division,Gowravaram B.O-A,524302,BO,Delivery,SPSR NELLORE,ANDHRA PRADESH,NA,NA,missing_pair
Andhra Pradesh Circle,Vijayawada Region,Nellore Division,Tellapadu B.O-A,524304,BO,Delivery,SPSR NELLORE,ANDHRA PRADESH,NA,NA,missing_pair
Andhra Pradesh Circle,Vijayawada Region,Nellore Division,Kondayapalem B.O-D,524003,BO,Non Delivery,SPSR NELLORE,ANDHRA PRADESH,NA,NA,missing_pair
Andhra Pradesh Circle,Vijayawada Region,Nellore Division,Panchedu B.O,524306,BO,Delivery,SPSR NELLORE,ANDHRA PRADESH,79.8600000,14.5300000,likely_swapped
Andhra Pradesh Circle,Vijayawada Region,Tenali Division,Gopapuram B.O,522310,BO,Delivery,Bapatla,ANDHRA PRADESH,NA,NA,missing_pair
Andhra Pradesh Circle,Vijayawada Region,Tenali Division,Gudipudiagraharam B.O,522310,BO,Delivery,Bapatla,ANDHRA PRADESH,NA,NA,missing_pair
Andhra Pradesh Circle,Vijayawada Region,Tenali Division,Nandirajuthota B.O,522102,BO,Delivery,Bapatla,ANDHRA PRADESH,NA,NA,missing_pair
Andhra Pradesh Circle,Vijayawada Region,Tenali Division,Sangupalem B.O,522311,BO,Delivery,Bapatla,ANDHRA PRADESH,NA,NA,missing_pair
Andhra Pradesh Circle,Vijayawada Region,Tenali Division,Vellaluru B.O,522212,BO,Delivery,GUNTUR,ANDHRA PRADESH,NA,NA,missing_pair
Andhra Pradesh Circle,Vijayawada Region,Tenali Division,Jupudi B.O,522212,BO,Delivery,GUNTUR,ANDHRA PRADESH,NA,NA,missing_pair
Andhra Pradesh Circle,Vijayawada Region,Tenali Division,Lemellepadu B.O,522212,BO,Delivery,GUNTUR,ANDHRA PRADESH,NA,NA,missing_pair
Andhra Pradesh Circle,Vijayawada Region,Tenali Division,Vetapalem B.O,522212,BO,Delivery,Bapatla,ANDHRA PRADESH,NA,NA,missing_pair
Andhra Pradesh Circle,Vijayawada Region,Tenali Division,Vinayasramam B.O,522309,BO,Delivery,Bapatla,ANDHRA PRADESH,NA,NA,missing_pair
Andhra Pradesh Circle,Vijayawada Region,Tenali Division,Mulapalem B.O,522113,BO,Delivery,Bapatla,ANDHRA PRADESH,NA,NA,missing_pair
Andhra Pradesh Circle,Vijayawada Region,Tenali Division,Reteru B.O,522113,BO,Delivery,GUNTUR,ANDHRA PRADESH,NA,NA,missing_pair
