circlename,regionname,divisionname,officename,pincode,officetype,delivery,district,statename,latitude,longitude,coordinate_status
Haryana Circle,DivReportingCircle,Karnal Division,Joshi B.O,132113,BO,Delivery,PANIPAT,HARYANA,23.5000000,23.5000000,out_of_bounds
Haryana Circle,DivReportingCircle,Karnal Division,Qawi B.O,132113,BO,Delivery,PANIPAT,HARYANA,25.3000000,25.3000000,out_of_bounds
Haryana Circle,DivReportingCircle,Karnal Division,Bapoli B.O,132104,BO,Delivery,PANIPAT,HARYANA,25.3000000,25.3000000,out_of_bounds
Haryana Circle,DivReportingCircle,Karnal Division,Panipat Kathery (U) B.O,132104,BO,Delivery,PANIPAT,HARYANA,36.3600000,25.2500000,out_of_bounds
Haryana Circle,DivReportingCircle,Karnal Division,Rajkheri B.O,132104,BO,Delivery,PANIPAT,HARYANA,29.2100000,25.6900000,out_of_bounds
Haryana Circle,DivReportingCircle,Karnal Division,Kabri B.O,132140,BO,Delivery,PANIPAT,HARYANA,25.6000000,25.6000000,out_of_bounds
Haryana Circle,DivReportingCircle,Karnal Division,Assan Kalan B.O,132105,BO,Delivery,PANIPAT,HARYANA,32.3000000,25.3000000,out_of_bounds
Haryana Circle,DivReportingCircle,Karnal Division,Kiwana B.O,132101,BO,Delivery,PANIPAT,HARYANA,33.6900000,32.3000000,out_of_bounds
Himachal Pradesh Circle,DivReportingCircle,Dharamsala Division,Gopalpur BO,176059,BO,Delivery,KANGRA,HIMACHAL PRADESH,NA,NA,missing_pair
Himachal Pradesh Circle,DivReportingCircle,Dharamsala Division,Jia BO,176059,BO,Delivery,KANGRA,HIMACHAL PRADESH,NA,NA,missing_pair
Himachal Pradesh Circle,DivReportingCircle,Dharamsala Division,Rakh BO,176059,BO,Delivery,KANGRA,HIMACHAL PRADESH,NA,NA,missing_pair
Himachal Pradesh Circle,DivReportingCircle,Dharamsala Division,Ghaneta BO,176060,BO,Delivery,KANGRA,HIMACHAL PRADESH,NA,NA,missing_pair
Himachal Pradesh Circle,DivReportingCircle,Dharamsala Division,Ballah BO,176064,BO,Delivery,KANGRA,HIMACHAL PRADESH,NA,NA,missing_pair
Himachal Pradesh Circle,DivReportingCircle,Hamirpur Division,Lagmanwin BO,177118,BO,Delivery,HAMIRPUR,HIMACHAL PRADESH,76.673000000000002,31.616700000000002,likely_swapped
Himachal Pradesh Circle,DivReportingCircle,Hamirpur Division,Choru BO,177044,BO,Delivery,HAMIRPUR,HIMACHAL PRADESH,41.1228000,16.8656000,out_of_bounds
Himachal Pradesh Circle,DivReportingCircle,Solan Division,Sarsoo BO,173033,BO,Delivery,SIRMAUR,HIMACHAL PRADESH,NA,NA,missing_pair
Himachal Pradesh Circle,DivReportingCircle,Solan Division,Bhojnagar BO,173229,BO,Delivery,SOLAN,HIMACHAL PRADESH,30.9044860,30.9044860,out_of_bounds
Himachal Pradesh Circle,DivReportingCircle,Solan Division,Kalibari BO,174101,BO,Delivery,SOLAN,HIMACHAL PRADESH,NA,NA,missing_pair
Himachal Pradesh Circle,DivReportingCircle,Solan Division,Khillian BO,174101,BO,Delivery,SOLAN,HIMACHAL PRADESH,NA,NA,missing_pair
Himachal Pradesh Circle,DivReportingCircle,Solan Division,Ratwari BO,174101,BO,Delivery,SOLAN,HIMACHAL PRADESH,NA,NA,missing_pair
Maharashtra Circle,Goa-Panaji Region,SINDHUDURG DIVISION,Ambegaon B.O,416510,BO,Delivery,SINDHUDURG,MAHARASHTRA,NA,NA,missing_pair
Haryana Circle,DivReportingCircle,Ambala Division,Dhulkot B.O,134007,BO,Non Delivery,AMBALA,HARYANA,NA,NA,missing_pair
Haryana Circle,DivReportingCircle,Faridabad Division,Bewan BO,122104,BO,Delivery,NUH,HARYANA,NA,NA,missing_pair
Haryana Circle,DivReportingCircle,Faridabad Division,Mandikhera BO,122108,BO,Delivery,NUH,HARYANA,NA,NA,missing_pair
Haryana Circle,DivReportingCircle,Faridabad Division,Gulalta BO,122508,BO,Delivery,NUH,HARYANA,NA,NA,missing_pair
Haryana Circle,DivReportingCircle,Faridabad Division,Jamalgarh BO,122508,BO,Delivery,NUH,HARYANA,NA,NA,missing_pair
Haryana Circle,DivReportingCircle,Faridabad Division,Naheda BO,122508,BO,Delivery,NUH,HARYANA,NA,NA,missing_pair
Haryana Circle,DivReportingCircle,Faridabad Division,Sihri Singhalheri BO,122508,BO,Delivery,NUH,HARYANA,NA,NA,missing_pair
Haryana Circle,DivReportingCircle,Faridabad Division,Sikrawa BO,122508,BO,Delivery,NUH,HARYANA,NA,NA,missing_pair
Haryana Circle,DivReportingCircle,Faridabad Division,Baghanki BO,122105,BO,Delivery,NUH,HARYANA,NA,NA,missing_pair
Haryana Circle,DivReportingCircle,Faridabad Division,Jhamuwas BO,122105,BO,Delivery,NUH,HARYANA,NA,NA,missing_pair
Haryana Circle,DivReportingCircle,Gurgaon Division,Gujar Majra BO,123501,BO,Delivery,REWARI,HARYANA,NA,NA,missing_pair
Haryana Circle,DivReportingCircle,Gurgaon Division,Nangal Teju BO,123501,BO,Delivery,REWARI,HARYANA,NA,NA,missing_pair
Haryana Circle,DivReportingCircle,Gurgaon Division,Pranpura BO,123501,BO,Delivery,REWARI,HARYANA,NA,NA,missing_pair
Haryana Circle,DivReportingCircle,Gurgaon Division,Nimoth BO,123411,BO,Delivery,REWARI,HARYANA,NA,NA,missing_pair
Haryana Circle,DivReportingCircle,Gurgaon Division,Bhatsana BO,123106,BO,Delivery,REWARI,HARYANA,NA,NA,missing_pair
Haryana Circle,DivReportingCircle,Gurgaon Division,Dungerwas BO,123106,BO,Delivery,REWARI,HARYANA,NA,NA,missing_pair
Haryana Circle,DivReportingCircle,Gurgaon Division,Rattanthal BO,123301,BO,Delivery,REWARI,HARYANA,NA,NA,missing_pair
Haryana Circle,DivReportingCircle,Gurgaon Division,Balwari BO,123103,BO,Delivery,REWARI,HARYANA,NA,NA,missing_pair
Haryana Circle,DivReportingCircle,Gurgaon Division,Mandola BO,123103,BO,Non Delivery,REWARI,HARYANA,NA,NA,missing_pair
Haryana Circle,DivReportingCircle,Gurgaon Division,Mayan BO,123103,BO,Non Delivery,REWARI,HARYANA,NA,NA,missing_pair
Haryana Circle,DivReportingCircle,Gurgaon Division,Pithrawas BO,123101,BO,Delivery,REWARI,HARYANA,NA,NA,missing_pair
Haryana Circle,DivReportingCircle,Gurgaon Division,Tint BO,123101,BO,Delivery,REWARI,HARYANA,NA,NA,missing_pair
Haryana Circle,DivReportingCircle,Gurgaon Division,Sadat Nagar BO,123304,BO,Non Delivery,REWARI,HARYANA,NA,NA,missing_pair
Haryana Circle,DivReportingCircle,Gurgaon Division,Shyam Nagar BO,123302,BO,Non Delivery,REWARI,HARYANA,NA,NA,missing_pair
Haryana Circle,DivReportingCircle,Gurgaon Division,Surehli BO,123304,BO,Non Delivery,REWARI,HARYANA,NA,NA,missing_pair
Haryana Circle,DivReportingCircle,Gurgaon Division,Karawara BO,123035,BO,Delivery,REWARI,HARYANA,NA,NA,missing_pair
Haryana Circle,DivReportingCircle,Gurgaon Division,Dehlawas Gulabpur BO,123401,BO,Delivery,REWARI,HARYANA,NA,NA,missing_pair
Haryana Circle,DivReportingCircle,Gurgaon Division,Bikaner BO,123401,BO,Delivery,REWARI,HARYANA,NA,NA,missing_pair
Haryana Circle,DivReportingCircle,Gurgaon Division,Musepur BO,123401,BO,Delivery,REWARI,HARYANA,NA,NA,missing_pair
Haryana Circle,DivReportingCircle,Gurgaon Division,Sangwari BO,123401,BO,Delivery,REWARI,HARYANA,NA,NA,missing_pair
Haryana Circle,DivReportingCircle,Hissar Division,Chikanwas BO,125047,BO,Delivery,HISAR,HARYANA,NA,NA,missing_pair
Haryana Circle,DivReportingCircle,Hissar Division,Kirmara BO,125047,BO,Delivery,HISAR,HARYANA,NA,NA,missing_pair
Haryana Circle,DivReportingCircle,Hissar Division,Shamsukh BO,125047,BO,Delivery,HISAR,HARYANA,NA,NA,missing_pair
Haryana Circle,DivReportingCircle,Hissar Division,Dhanger BO,125048,BO,Delivery,FATEHABAD,HARYANA,NA,NA,missing_pair
Haryana Circle,DivReportingCircle,Hissar Division,Jandli Khurd BO,125111,BO,Delivery,FATEHABAD,HARYANA,NA,NA,missing_pair
Haryana Circle,DivReportingCircle,Hissar Division,Chuli Bagrian BO,125052,BO,Delivery,HISAR,HARYANA,NA,NA,missing_pair
Haryana Circle,DivReportingCircle,Hissar Division,Ghursal BO,125052,BO,Delivery,HISAR,HARYANA,NA,NA,missing_pair
Haryana Circle,DivReportingCircle,Hissar Division,Kabrel BO,125052,BO,Delivery,HISAR,HARYANA,NA,NA,missing_pair
Haryana Circle,DivReportingCircle,Hissar Division,Kalirawan BO,125052,BO,Delivery,HISAR,HARYANA,NA,NA,missing_pair
Haryana Circle,DivReportingCircle,Hissar Division,Singhran BO,125005,BO,Delivery,HISAR,HARYANA,NA,NA,missing_pair
Haryana Circle,DivReportingCircle,Hissar Division,Juglan BO,125005,BO,Delivery,HISAR,HARYANA,NA,NA,missing_pair
Haryana Circle,DivReportingCircle,Hissar Division,Shaharwa BO,125005,BO,Delivery,HISAR,HARYANA,NA,NA,missing_pair
Haryana Circle,DivReportingCircle,Hissar Division,Ahmedpur BO,125055,BO,Delivery,SIRSA,HARYANA,NA,NA,missing_pair
Haryana Circle,DivReportingCircle,Hissar Division,Chamal BO,125055,BO,Delivery,SIRSA,HARYANA,NA,NA,missing_pair
Haryana Circle,DivReportingCircle,Hissar Division,Bhamboor BO,125055,BO,Delivery,SIRSA,HARYANA,NA,NA,missing_pair
Haryana Circle,DivReportingCircle,Hissar Division,Bhuratwala BO,125055,BO,Delivery,SIRSA,HARYANA,NA,NA,missing_pair
Haryana Circle,DivReportingCircle,Hissar Division,Chakarian BO,125055,BO,Delivery,SIRSA,HARYANA,NA,NA,missing_pair
Haryana Circle,DivReportingCircle,Hissar Division,Madho Singhana BO,125055,BO,Delivery,SIRSA,HARYANA,NA,NA,missing_pair
Haryana Circle,DivReportingCircle,Hissar Division,Shahpur Begu BO,125055,BO,Delivery,SIRSA,HARYANA,NA,NA,missing_pair
Haryana Circle,DivReportingCircle,Hissar Division,Mauju Khera BO,125054,BO,Delivery,SIRSA,HARYANA,NA,NA,missing_pair
Haryana Circle,DivReportingCircle,Hissar Division,Bhadra BO,125078,BO,Delivery,SIRSA,HARYANA,NA,NA,missing_pair
Haryana Circle,DivReportingCircle,Hissar Division,Kurangawali BO,125078,BO,Delivery,SIRSA,HARYANA,NA,NA,missing_pair
Haryana Circle,DivReportingCircle,Hissar Division,Hanziran BO,125110,BO,Delivery,SIRSA,HARYANA,NA,NA,missing_pair
Haryana Circle,DivReportingCircle,Hissar Division,Jamal BO,125110,BO,Delivery,SIRSA,HARYANA,NA,NA,missing_pair
Haryana Circle,DivReportingCircle,Hissar Division,Kagdana BO,125110,BO,Delivery,SIRSA,HARYANA,NA,NA,missing_pair
Haryana Circle,DivReportingCircle,Hissar Division,Makhosarani BO,125110,BO,Delivery,SIRSA,HARYANA,NA,NA,missing_pair
Haryana Circle,DivReportingCircle,Hissar Division,Khari Sureran BO,125102,BO,Delivery,SIRSA,HARYANA,NA,NA,missing_pair
Haryana Circle,DivReportingCircle,Hissar Division,Mirzapur BO,125102,BO,Delivery,SIRSA,HARYANA,NA,NA,missing_pair
Haryana Circle,DivReportingCircle,Hissar Division,Mithanpura BO,125102,BO,Delivery,SIRSA,HARYANA,NA,NA,missing_pair
Haryana Circle,DivReportingCircle,Hissar Division,Ganga BO,125103,BO,Delivery,SIRSA,HARYANA,NA,NA,missing_pair
Haryana Circle,DivReportingCircle,Hissar Division,Matdadu BO,125103,BO,Delivery,SIRSA,HARYANA,NA,NA,missing_pair
Haryana Circle,DivReportingCircle,Hissar Division,Singhpura BO,125201,BO,Delivery,SIRSA,HARYANA,NA,NA,missing_pair
Haryana Circle,DivReportingCircle,Hissar Division,Dabwali Village BO,125104,BO,Delivery,SIRSA,HARYANA,NA,NA,missing_pair
Haryana Circle,DivReportingCircle,Hissar Division,Lohgarh BO,125104,BO,Delivery,SIRSA,HARYANA,NA,NA,missing_pair
Haryana Circle,DivReportingCircle,Hissar Division,Shergarh BO,125104,BO,Delivery,SIRSA,HARYANA,NA,NA,missing_pair
Haryana Circle,DivReportingCircle,Hissar Division,Chormar BO,125077,BO,Delivery,SIRSA,HARYANA,NA,NA,missing_pair
Haryana Circle,DivReportingCircle,Hissar Division,Panjuana BO,125077,BO,Delivery,SIRSA,HARYANA,NA,NA,missing_pair
Haryana Circle,DivReportingCircle,Hissar Division,Sahuwala BO,125077,BO,Delivery,SIRSA,HARYANA,NA,NA,missing_pair
Haryana Circle,DivReportingCircle,Hissar Division,Kharian BO,125076,BO,Delivery,SIRSA,HARYANA,NA,NA,missing_pair
Haryana Circle,DivReportingCircle,Hissar Division,Bharokhan BO,125060,BO,Delivery,SIRSA,HARYANA,NA,NA,missing_pair
Haryana Circle,DivReportingCircle,Hissar Division,Phulkan BO,125060,BO,Delivery,SIRSA,HARYANA,NA,NA,missing_pair
Haryana Circle,DivReportingCircle,Hissar Division,Bahiya BO,125075,BO,Delivery,SIRSA,HARYANA,NA,NA,missing_pair
Haryana Circle,DivReportingCircle,Hissar Division,Banni BO,125075,BO,Delivery,SIRSA,HARYANA,NA,NA,missing_pair
Haryana Circle,DivReportingCircle,Hissar Division,Damdama BO,125075,BO,Delivery,SIRSA,HARYANA,NA,NA,missing_pair
Haryana Circle,DivReportingCircle,Hissar Division,Thersahidan BO,125075,BO,Delivery,SIRSA,HARYANA,NA,NA,missing_pair
Haryana Circle,DivReportingCircle,Karnal Division,Radhana B.O,126102,BO,Delivery,JIND,HARYANA,29.3000000,25.3000000,out_of_bounds
Haryana Circle,DivReportingCircle,Karnal Division,Intal Kalan B.O,126102,BO,Delivery,JIND,HARYANA,33.3000000,25.3000000,out_of_bounds
Haryana Circle,DivReportingCircle,Karnal Division,Baniya Khera B.O,126110,BO,Delivery,JIND,HARYANA,29.4500000,25.3000000,out_of_bounds
Haryana Circle,DivReportingCircle,Karnal Division,Khunga Kothi B.O,126110,BO,Delivery,JIND,HARYANA,29.3000000,36.3000000,out_of_bounds
Haryana Circle,DivReportingCircle,Karnal Division,Sandil B.O,126125,BO,Delivery,JIND,HARYANA,33.3000000,25.3000000,out_of_bounds
Haryana Circle,DivReportingCircle,Karnal Division,Dablain Kalan B.O,126116,BO,Delivery,JIND,HARYANA,25.3000000,25.3000000,out_of_bounds
Haryana Circle,DivReportingCircle,Karnal Division,Dhabitek Singh B.O,126116,BO,Delivery,JIND,HARYANA,25.3000000,25.3000000,out_of_bounds
Haryana Circle,DivReportingCircle,Karnal Division,Khrindwal B.O,126116,BO,Delivery,JIND,HARYANA,33.3600000,22.3600000,out_of_bounds
Haryana Circle,DivReportingCircle,Karnal Division,Lowan B.O,126116,BO,Delivery,JIND,HARYANA,25.3000000,25.3000000,out_of_bounds
Haryana Circle,DivReportingCircle,Karnal Division,Anchra Kalan B.O,126112,BO,Delivery,JIND,HARYANA,39.9300000,36.3200000,out_of_bounds
Haryana Circle,DivReportingCircle,Karnal Division,Bagru Kalan B.O,126112,BO,Delivery,JIND,HARYANA,33.3600000,25.5300000,out_of_bounds
Haryana Circle,DivReportingCircle,Karnal Division,Ram Nagar B.O,126112,BO,Delivery,JIND,HARYANA,30.2000000,30.2000000,out_of_bounds
Haryana Circle,DivReportingCircle,Karnal Division,Rohar B.O,126112,BO,Delivery,JIND,HARYANA,32.3500000,25.2500000,out_of_bounds
Haryana Circle,DivReportingCircle,Karnal Division,Siwan Mal B.O,126112,BO,Delivery,JIND,HARYANA,36.6900000,25.8900000,out_of_bounds
Haryana Circle,DivReportingCircle,Karnal Division,Baroda B.O,126115,BO,Delivery,JIND,HARYANA,28.3000000,32.5000000,out_of_bounds
Haryana Circle,DivReportingCircle,Karnal Division,Kakrod B.O,126115,BO,Delivery,JIND,HARYANA,30.1600000,30.1600000,out_of_bounds
Haryana Circle,DivReportingCircle,Karnal Division,Makhand B.O,126115,BO,Delivery,JIND,HARYANA,28.3000000,32.5000000,out_of_bounds
Haryana Circle,DivReportingCircle,Karnal Division,Ardhana B.O,132039,BO,Delivery,KARNAL,HARYANA,100.0000000,100.0000000,out_of_bounds
Haryana Circle,DivReportingCircle,Karnal Division,Bilona B.O,132039,BO,Delivery,KARNAL,HARYANA,100.0000000,100.0000000,out_of_bounds
Haryana Circle,DivReportingCircle,Karnal Division,Mardanheri B.O,132039,BO,Delivery,KARNAL,HARYANA,100.0000000,100.0000000,out_of_bounds
Haryana Circle,DivReportingCircle,Karnal Division,Uplana B.O,132039,BO,Delivery,KARNAL,HARYANA,100.0000000,100.0000000,out_of_bounds
Haryana Circle,DivReportingCircle,Karnal Division,Biana B.O,132054,BO,Delivery,KARNAL,HARYANA,100.0000000,100.0000000,out_of_bounds
Haryana Circle,DivReportingCircle,Karnal Division,Barsat B.O,132114,BO,Delivery,KARNAL,HARYANA,36.3600000,32.3500000,out_of_bounds
Haryana Circle,DivReportingCircle,Karnal Division,Gagsina B.O,132114,BO,Delivery,KARNAL,HARYANA,28.9200000,28.9200000,out_of_bounds
Haryana Circle,DivReportingCircle,Karnal Division,Gudha B.O,132114,BO,Delivery,KARNAL,HARYANA,29.1200000,29.1200000,out_of_bounds
Haryana Circle,DivReportingCircle,Karnal Division,Lalupura B.O,132114,BO,Delivery,KARNAL,HARYANA,28.1200000,28.1200000,out_of_bounds
Haryana Circle,DivReportingCircle,Karnal Division,Raipur Jattan B.O,132114,BO,Delivery,KARNAL,HARYANA,26.3500000,26.3500000,out_of_bounds
Haryana Circle,DivReportingCircle,Karnal Division,Sheikhpura Manchuri B.O,132036,BO,Delivery,KARNAL,HARYANA,28.1111110,29.5555500,out_of_bounds
Maharashtra Circle,Regional Office Aurangabad,Nanded Division,Umri(J) B.O,431713,BO,Delivery,NANDED,MAHARASHTRA,19.365789,77646804,out_of_bounds
Maharashtra Circle,Nagpur Region,Wardha Division,Nalwadi BO,442001,BO,Delivery,WARDHA,MAHARASHTRA,NA,NA,missing_pair
Maharashtra Circle,Regional Office Aurangabad,Osmanabad Division,Medsinga B.O,413582,BO,Delivery,OSMANABAD,MAHARASHTRA,NA,NA,missing_pair
Maharashtra Circle,Regional Office Aurangabad,Pharbhani Division,Kolha B.O,431505,BO,Delivery,PARBHANI,MAHARASHTRA,19.391691,76553492,out_of_bounds
North Eastern Circle,North East - I Region,Mizoram Division,BUANG,796321,BO,Delivery,CHAMPHAI,MIZORAM,NA,NA,missing_pair
North Eastern Circle,North East - I Region,Mizoram Division,KANANTHAR,796081,BO,Delivery,KOLASIB,MIZORAM,NA,NA,missing_pair
North Eastern Circle,North East - I Region,Mizoram Division,S. LUNGDAI,791701,BO,Delivery,AIZAWL,MIZORAM,NA,NA,missing_pair
North Eastern Circle,North East - I Region,Mizoram Division,CHILUI,796441,BO,Delivery,AIZAWL,MIZORAM,NA,NA,missing_pair
North Eastern Circle,North East - I Region,Mizoram Division,LUNGPHUN,796501,BO,Delivery,MAMIT,MIZORAM,NA,NA,missing_pair
North Eastern Circle,North East - I Region,Mizoram Division,VARTETKAI,796901,BO,Delivery,LAWNGTLAI,MIZORAM,NA,NA,missing_pair
North Eastern Circle,North East - I Region,Mizoram Division,MIPU,796901,BO,Delivery,LAWNGTLAI,MIZORAM,NA,NA,missing_pair
North Eastern Circle,North East - I Region,Mizoram Division,DAIDO,796261,BO,Delivery,SERCHHIP,MIZORAM,NA,NA,missing_pair
North Eastern Circle,North East - I Region,Mizoram Division,BUANGPUI,796186,BO,Delivery,NA,NA,NA,NA,missing_pair
Maharashtra Circle,Nagpur Region,Chandrapur Division,Shioni B.O,442605,BO,Delivery,GADCHIROLI,MAHARASHTRA,NA,NA,missing_pair
Maharashtra Circle,Nagpur Region,Chandrapur Division,PODSA B.O,442702,BO,Delivery,CHANDRAPUR,MAHARASHTRA,19.510000000000002,7958,out_of_bounds
Maharashtra Circle,Nagpur Region,Chandrapur Division,Dadapur BO,441209,BO,Delivery,GADCHIROLI,MAHARASHTRA,NA,NA,missing_pair
Maharashtra Circle,Nagpur Region,Nagpur Moffusil Division,Arattondi B.O,441701,BO,Delivery,GONDIA,MAHARASHTRA,20.552,20.552,out_of_bounds
Maharashtra Circle,Nagpur Region,Nagpur Moffusil Division,Changera B.O,441601,BO,Delivery,GONDIA,MAHARASHTRA,80.239999999999995,21.57,likely_swapped
Maharashtra Circle,Nagpur Region,Nagpur Moffusil Division,Ambadi B.O,441202,BO,Delivery,NAGPUR,MAHARASHTRA,41.028533000000003,73.765744999999995,out_of_bounds
Maharashtra Circle,Nagpur Region,Nagpur Moffusil Division,Marni B.O,441202,BO,Delivery,NAGPUR,MAHARASHTRA,34.083424999999998,118.37527,out_of_bounds
Maharashtra Circle,Pune Region,Ahmednagar Division,Babhurdi B.O,414301,BO,Delivery,AHMEDNAGAR,MAHARASHTRA,NA,NA,missing_pair
Maharashtra Circle,Pune Region,Pandharpur Division,Siddhewadi B.O,413304,BO,Delivery,SOLAPUR,MAHARASHTRA,75.4188230,17.5441620,likely_swapped
Maharashtra Circle,Pune Region,Pune City East Division,9 DRD B.O,411014,BO,Non Delivery,PUNE,MAHARASHTRA,NA,NA,missing_pair
Maharashtra Circle,Pune Region,Pune Moffusil Division,Bari BK B.O,412206,BO,Delivery,PUNE,MAHARASHTRA,18.1152400,18.1152400,out_of_bounds
Karnataka Circle,South Karnataka Region,Nanjangud Division,Kudlur B.O,571444,BO,Delivery,CHAMARAJANAGARA,KARNATAKA,NA,NA,missing_pair
Karnataka Circle,South Karnataka Region,Nanjangud Division,Minya B.O,571444,BO,Delivery,CHAMARAJANAGARA,KARNATAKA,NA,NA,missing_pair
Karnataka Circle,South Karnataka Region,Nanjangud Division,Chandakavadi B.O,571342,BO,Delivery,CHAMARAJANAGARA,KARNATAKA,NA,NA,missing_pair
Karnataka Circle,South Karnataka Region,Nanjangud Division,Kudlur B.O,571342,BO,Delivery,CHAMARAJANAGARA,KARNATAKA,NA,NA,missing_pair
Karnataka Circle,South Karnataka Region,Nanjangud Division,Kannagala B.O,571115,BO,Delivery,CHAMARAJANAGARA,KARNATAKA,NA,NA,missing_pair
Karnataka Circle,South Karnataka Region,Nanjangud Division,Kempanapura B.O,571115,BO,Delivery,CHAMARAJANAGARA,KARNATAKA,NA,NA,missing_pair
Karnataka Circle,South Karnataka Region,Nanjangud Division,Byrapura B.O,571124,BO,Delivery,MYSURU,KARNATAKA,NA,NA,missing_pair
Karnataka Circle,South Karnataka Region,Nanjangud Division,Ganaganur B.O,571124,BO,Delivery,CHAMARAJANAGARA,KARNATAKA,NA,NA,missing_pair
Karnataka Circle,South Karnataka Region,Nanjangud Division,Nilasoge B.O,571124,BO,Delivery,MYSURU,KARNATAKA,NA,NA,missing_pair
Karnataka Circle,South Karnataka Region,Nanjangud Division,Kaveripura B.O,571122,BO,Delivery,MYSURU,KARNATAKA,NA,NA,missing_pair
Karnataka Circle,South Karnataka Region,Nanjangud Division,Ambale B.O,571441,BO,Delivery,CHAMARAJANAGARA,KARNATAKA,NA,NA,missing_pair
Karnataka Circle,South Karnataka Region,Nanjangud Division,Chikkati B.O,571109,BO,Delivery,CHAMARAJANAGARA,KARNATAKA,NA,NA,missing_pair
Karnataka Circle,South Karnataka Region,Nanjangud Division,Alathur B.O,571111,BO,Delivery,CHAMARAJANAGARA,KARNATAKA,NA,NA,missing_pair
Karnataka Circle,South Karnataka Region,Nanjangud Division,Bettahalli B.O,571111,BO,Delivery,CHAMARAJANAGARA,KARNATAKA,NA,NA,missing_pair
Karnataka Circle,South Karnataka Region,Nanjangud Division,Chikkatuppur B.O,571111,BO,Delivery,CHAMARAJANAGARA,KARNATAKA,NA,NA,missing_pair
Karnataka Circle,South Karnataka Region,Nanjangud Division,Kodasoge B.O,571111,BO,Delivery,CHAMARAJANAGARA,KARNATAKA,NA,NA,missing_pair
Karnataka Circle,South Karnataka Region,Nanjangud Division,Maleyur B.O,571128,BO,Delivery,CHAMARAJANAGARA,KARNATAKA,NA,NA,missing_pair
Karnataka Circle,South Karnataka Region,Nanjangud Division,Mudnakudu B.O,571128,BO,Delivery,CHAMARAJANAGARA,KARNATAKA,NA,NA,missing_pair
Karnataka Circle,South Karnataka Region,Nanjangud Division,Mukkadahalli B.O,571128,BO,Delivery,CHAMARAJANAGARA,KARNATAKA,NA,NA,missing_pair
Karnataka Circle,South Karnataka Region,Nanjangud Division,Navilur B.O,571118,BO,Delivery,MYSURU,KARNATAKA,NA,NA,missing_pair
Karnataka Circle,South Karnataka Region,Nanjangud Division,Halepura B.O,571312,BO,Delivery,MYSURU,KARNATAKA,NA,NA,missing_pair
Karnataka Circle,South Karnataka Region,Nanjangud Division,Nerale B.O,571312,BO,Delivery,MYSURU,KARNATAKA,NA,NA,missing_pair
Karnataka Circle,South Karnataka Region,Nanjangud Division,Dasanur B.O,571316,BO,Delivery,MYSURU,KARNATAKA,NA,NA,missing_pair
Karnataka Circle,South Karnataka Region,Nanjangud Division,Kirugunda B.O,571119,BO,Delivery,MYSURU,KARNATAKA,NA,NA,missing_pair
Karnataka Circle,South Karnataka Region,Nanjangud Division,K S Hundi B.O,571302,BO,Delivery,MYSURU,KARNATAKA,NA,NA,missing_pair
Karnataka Circle,South Karnataka Region,Nanjangud Division,Maralur B.O,571302,BO,Delivery,MYSURU,KARNATAKA,NA,NA,missing_pair
Karnataka Circle,South Karnataka Region,Nanjangud Division,Depapura B.O,571123,BO,Delivery,CHAMARAJANAGARA,KARNATAKA,NA,NA,missing_pair
Karnataka Circle,South Karnataka Region,Nanjangud Division,Lakkur B.O,571123,BO,Delivery,CHAMARAJANAGARA,KARNATAKA,NA,NA,missing_pair
Karnataka Circle,South Karnataka Region,Nanjangud Division,Doddalathur B.O,571320,BO,Non Delivery,CHAMARAJANAGARA,KARNATAKA,NA,NA,missing_pair
Karnataka Circle,South Karnataka Region,Nanjangud Division,Ponnachi B.O,571320,BO,Non Delivery,CHAMARAJANAGARA,KARNATAKA,NA,NA,missing_pair
Kerala Circle,Kochi Region,Trichur Division,Kandanassery BO,680102,BO,Delivery,THRISSUR,KERALA,NA,NA,missing_pair
Kerala Circle,Kochi Region,Trichur Division,Palayur BO,680506,BO,Non Delivery,THRISSUR,KERALA,NA,NA,missing_pair
Kerala Circle,Kochi Region,Trichur Division,Perakam BO,680506,BO,Delivery,THRISSUR,KERALA,NA,NA,missing_pair
Kerala Circle,Kochi Region,Trichur Division,Kakkassery BO,680511,BO,Delivery,THRISSUR,KERALA,NA,NA,missing_pair
Kerala Circle,Kochi Region,Trichur Division,Perumpilavu BO,680519,BO,Delivery,THRISSUR,KERALA,NA,NA,missing_pair
Kerala Circle,Kochi Region,Trichur Division,Anjurkunnamkulam BO,680523,BO,Delivery,THRISSUR,KERALA,NA,NA,missing_pair
Kerala Circle,Kochi Region,Trichur Division,Perumthuruthy BO,680542,BO,Delivery,THRISSUR,KERALA,NA,NA,missing_pair
Kerala Circle,Kochi Region,Trichur Division,Thirunellur BO,680508,BO,Delivery,THRISSUR,KERALA,NA,NA,missing_pair
Kerala Circle,Kochi Region,Trichur Division,Eravu BO,680620,BO,Delivery,THRISSUR,KERALA,NA,NA,missing_pair
Kerala Circle,Kochi Region,Trichur Division,Chovvur BO,680027,BO,Delivery,THRISSUR,KERALA,NA,NA,missing_pair
Kerala Circle,Kochi Region,Trichur Division,Manalur HS BO,680617,BO,Delivery,THRISSUR,KERALA,NA,NA,missing_pair
Kerala Circle,Kochi Region,Trichur Division,Madakkathara BO,680651,BO,Delivery,THRISSUR,KERALA,NA,NA,missing_pair
